Tipo esercizio storico pubblico esercizio;Insegna;Indirizzo;Tipo via;Nome via;Civico;Codice via;ZD;Forma commercio;Forma commercio precedente;Forma vendita;Settore storico pubblico esercizio;Superficie somministrazione;Tipo_macro;Forma vendita_filled;is_outlier_superficie
bar caffè;unknown;"via thaon di revel genova n. 3 ; isolato:213; accesso: accesso esterno; (z.d. 9)";via;thaon di revel genova;3;1172;9;somministrazione/minuto;somministrazione;misto;"genere merceol.autorizz.sanit.;tavola fredda;bar caffè;bar caffè e simili";36.0;BAR;misto;False
bar caffè;unknown;"via tiepolo gian battista n. 1 angolo piazza ascoli; isolato:142; accesso: accesso esterno; (z.d. 3)";via;tiepolo gian battista;1;3126;3;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;bar caffè e simili;genere merceol.autorizz.sanit.;bar caffè;tavola fredda";63.0;BAR;al banco;False
bar caffè;unknown;"via tiraboschi gerolamo n. 15 ; isolato:138; accesso: accesso esterno; (z.d. 4)";via;tiraboschi gerolamo;15;4072;4;solo somministrazione;somministrazione;misto;"bar caffè;tavola fredda;bar gastronomici e simili;genere merceol.autorizz.sanit.";104.0;BAR;misto;False
bar caffè;unknown;"via tiraboschi gerolamo n. 4 ; isolato:166; accesso: accesso esterno; (z.d. 4)";via;tiraboschi gerolamo;4;4072;4;somministrazione/minuto;minuto;al banco;"bar caffè e simili;gioco video;tavola fredda;bigliardino elettrico;bar caffè;carte";35.0;BAR;al banco;False
bar caffè;unknown;"via tito livio n. 20 ; isolato:146; accesso: accesso esterno; (z.d. 4)";via;tito livio;20;4086;4;somministrazione/minuto;somministrazione;al banco;"prodotti di gastronomia;genere merceol.autorizz.sanit.;bar caffè";32.0;BAR;al banco;False
bar caffè;unknown;"via tito livio n. 21 ; isolato:124; accesso: accesso esterno; (z.d. 4)";via;tito livio;21;4086;4;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati;bar caffè";34.0;BAR;misto;False
bar caffè;unknown;"via tivoli n. 2 ;via tivoli 002; isolato:243; accesso: accesso esterno; (z.d. 1)";via;tivoli;2;712;1;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;bar caffè;tav.calde,self service,fast f.;ristorante;tavola fredda;bar caffè e simili";128.0;RISTORANTE;misto;False
bar caffè;unknown;"via tiziano vecellio n. 19 ; isolato:165; accesso: accesso esterno; (z.d. 8)";via;tiziano vecellio;19;6380;8;solo somministrazione;somministrazione;misto;"bar gastronomici e simili;bar caffè e simili;bar gastronomici e simili";142.0;BAR;misto;False
bar caffè;unknown;"via tiziano vecellio n. 5 ; isolato:164; accesso: accesso esterno; (z.d. 8)";via;tiziano vecellio;5;6380;8;solo somministrazione;somministrazione;misto;"bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda;bar caffè;genere merceol.autorizz.sanit.";24.0;BAR;misto;False
bar caffè;unknown;"via tolstoi leone n. 49 ; isolato:149; accesso: accesso esterno; (z.d. 6)";via;tolstoi leone;49;5133;6;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar caffè;bar gastronomici e simili";45.0;BAR;al banco;False
bar caffè;unknown;"via tonale n. 26 ; isolato:200; accesso: accesso esterno; (z.d. 2)";via;tonale;26;1213;2;solo somministrazione;somministrazione;al banco;"cibi cotti preconfezionati;bar caffè;tavola fredda;bar gastronomici e simili;bar caffè e simili;genere merceol.autorizz.sanit.";35.0;BAR;al banco;False
bar caffè;unknown;"via tonale n. 4 ; isolato:202; accesso: accesso esterno; (z.d. 2)";via;tonale;4;1213;2;solo somministrazione;somministrazione;al banco;"bar caffè e simili;bar caffè;tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati";81.0;BAR;al banco;False
bar caffè;unknown;"via torriani napo n. 30 ; isolato:053; accesso: accesso esterno; (z.d. 2)";via;torriani napo;30;2126;2;solo somministrazione;somministrazione;al banco;"tavola fredda;bar caffè;cibi cotti preconfezionati;bar gastronomici e simili;bar caffè e simili;giochi legge 388/2000";73.0;BAR;al banco;False
bar caffè;unknown;"via torricelli evangelista n. 3 ; isolato:127; accesso: accesso esterno; (z.d. 5)";via;torricelli evangelista;3;5240;5;solo somministrazione;somministrazione;misto;"bar caffè;gioco video;calcio da tavolo;trattoria;bigliardino elettrico;carte;ristorante, trattoria, osteria;wine,birr.,pub enot.,caff.,the";135.0;RISTORANTE;misto;False
bar caffè;unknown;"via torricelli evangelista n. 5 ; isolato:127; accesso: accesso esterno; (z.d. 5)";via;torricelli evangelista;5;5240;5;solo somministrazione;somministrazione;misto;"wine,birr.,pub enot.,caff.,the;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;bar caffè e simili;bar gastronomici e simili;bar caffè;tavola fredda";148.0;RISTORANTE;misto;False
bar caffè;unknown;"via tortona n. 12 ; isolato:036; accesso: accesso esterno; (z.d. 6)";via;tortona;12;5124;6;somministrazione/minuto;minuto;al banco;"bar caffè;bar caffè e simili;cibi cotti;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria";55.0;RISTORANTE;al banco;False
bar caffè;unknown;"via tortona n. 26 ; isolato:034; accesso: accesso esterno; (z.d. 6)";via;tortona;26;5124;6;somministrazione/minuto;minuto;al banco;"bar caffè;bar caffè e simili;tavola fredda;bar gastronomici e simili";40.0;BAR;al banco;False
bar caffè;unknown;"via traiano marco ulpio n. 64 ; isolato:322; accesso: accesso esterno; (z.d. 9)";via;traiano marco ulpio;64;7157;8;solo somministrazione;somministrazione;al banco;"tavola fredda;bar caffè e simili;bar gastronomici e simili;bar caffè";49.0;BAR;al banco;False
bar caffè;unknown;"via treccani degli alfieri giovanni n. 20 ; isolato:040; accesso: accesso esterno; (z.d. 5)";via;treccani degli alfieri giovanni;20;5462;5;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;giochi legge 388/2000;bar caffè";44.0;BAR;al banco;False
bar caffè;unknown;"via trivulzio antonio tolomeo n. 14 ; isolato:007; accesso: accesso esterno; (z.d. 7)";via;trivulzio antonio tolomeo;14;6277;7;somministrazione/minuto;somministrazione;al banco;"bar caffè;cibi cotti preconfezionati;giochi legge 388/2000;bar caffè e simili;tavola fredda";63.0;BAR;al banco;False
bar caffè;unknown;"via urbano iii n. 1 ;cso di porta ticinese 000; isolato:334; accesso: accesso esterno; (z.d. 1)";via;urbano iii;1;588;1;solo somministrazione;somministrazione;al banco;"bar caffè;genere merceol.autorizz.sanit.;cibi cotti preconfezionati;tavola fredda;bar gastronomici e simili";53.0;BAR;al banco;False
bar caffè;unknown;"via ussi stefano n. 1 ; isolato:164; accesso: accesso esterno; (z.d. 9)";via;ussi stefano;1;1437;9;solo somministrazione;somministrazione;misto;"genere merceol.autorizz.sanit.;bar caffè e simili;tavola fredda;bar gastronomici e simili;bar caffè";57.0;BAR;misto;False
bar caffè;unknown;"via val bavona n. 5 ; isolato:090; accesso: accesso esterno; (z.d. 6)";via;val bavona;5;6664;6;solo somministrazione;somministrazione;al banco;"tavola fredda;genere merceol.autorizz.sanit.;bar caffè;bar gastronomici e simili;cibi cotti preconfezionati";39.0;BAR;al banco;False
bar caffè;unknown;"via val di bondo n. 16 ; isolato:033; accesso: accesso esterno; (z.d. 9)";via;val di bondo;16;1648;9;somministrazione/minuto;somministrazione;al banco;"giochi legge 388/2000;bar caffè;tavola fredda";92.0;BAR;al banco;False
bar caffè;unknown;"via val di fiemme n. 36 ; isolato:109; accesso: accesso esterno; (z.d. 2)";via;val di fiemme;36;2478;2;somministrazione/minuto;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè e simili;bar caffè;tavola fredda";29.0;BAR;al banco;False
bar caffè;unknown;"via val di ledro n. 11 ; isolato:067; accesso: accesso esterno; (z.d. 9)";via;val di ledro;11;1532;9;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;bar caffè e simili";28.0;BAR;al banco;False
bar caffè;unknown;"via val di sole n. 22 ; isolato:166; accesso: accesso esterno; (z.d. 5)";via;val di sole;22;4295;5;somministrazione/minuto;somministrazione;al banco;"bar caffè e simili;bar gastronomici e simili;bar caffè;genere merceol.autorizz.sanit.;tavola fredda";94.0;BAR;al banco;False
bar caffè;unknown;"via valfurva n. 2 ; isolato:130; accesso: accesso esterno; (z.d. 9)";via;valfurva;2;1168;9;somministrazione/minuto;somministrazione;al banco;"bigliardino elettrico;bar caffè e simili;carte;gioco video;bar caffè";29.0;BAR;al banco;False
bar caffè;unknown;"via val gardena n. 25 ; isolato:109; accesso: accesso esterno; (z.d. 2)";via;val gardena;25;2304;2;solo somministrazione;somministrazione;misto;"pizzerie e simili;ristorante;genere merceol.autorizz.sanit.;bar caffè";49.0;RISTORANTE;misto;False
bar caffè;unknown;"via vallazze n. 26 ; isolato:044; accesso: accesso esterno; (z.d. 3)";via;vallazze;26;2250;3;somministrazione/minuto;somministrazione;al banco;"giochi legge 388/2000;bar caffè;bar caffè e simili;tavola fredda";71.0;BAR;al banco;False
bar caffè;unknown;"via vallazze n. 62 ; isolato:048; accesso: accesso esterno; (z.d. 3)";via;vallazze;62;2250;3;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè;tavola fredda";38.0;BAR;al banco;False
bar caffè;unknown;"via vallazze n. 66 ; isolato:048; accesso: accesso esterno; (z.d. 3)";via;vallazze;66;2250;3;solo somministrazione;somministrazione;al banco;"prodotti di gastronomia;bar gastronomici e simili;bar caffè;tavola fredda;genere merceol.autorizz.sanit.";40.0;BAR;al banco;False
bar caffè;unknown;"via vallazze n. 74 ; isolato:049; accesso: accesso esterno; (z.d. 3)";via;vallazze;74;2250;3;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar caffè e simili;bar gastronomici e simili;bar caffè;tavola fredda";35.0;BAR;al banco;False
bar caffè;unknown;"via vallazze n. 86 ; isolato:053; accesso: accesso esterno; (z.d. 3)";via;vallazze;86;2250;3;solo somministrazione;somministrazione;al banco;"tavola fredda;bar caffè e simili;bar caffè;cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar gastronomici e simili";28.0;BAR;al banco;False
bar caffè;unknown;"via valle isorno n. 2 ; isolato:143; accesso: accesso esterno; (z.d. 7)";via;valle isorno;2;6792;7;somministrazione/minuto;somministrazione;al banco;"bar caffè e simili;bar caffè;gioco video;tavola fredda";55.0;BAR;al banco;False
bar caffè;unknown;"via valtellina n. 18 ; isolato:250; accesso: accesso esterno; (z.d. 9)";via;valtellina;18;1188;9;solo somministrazione;somministrazione;al banco;"bar caffè;cibi cotti preconfezionati;giochi legge 388/2000";42.0;BAR;al banco;False
bar caffè;unknown;"via valtellina n. 40 ; isolato:205; accesso: accesso esterno; (z.d. 9)";via;valtellina;40;1188;9;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè;prodotti di gastronomia";95.0;BAR;al banco;False
bar caffè;unknown;"via val trompia n. 49 ; isolato:031; accesso: accesso esterno; (z.d. 8)";via;val trompia;49;7494;8;solo somministrazione;somministrazione;al banco;"bar caffè;bar caffè e simili;bar gastronomici e simili;genere merceol.autorizz.sanit.;tavola fredda";45.0;BAR;al banco;False
bar caffè;unknown;"via valvassori peroni carlo n. 61 ; isolato:104; accesso: accesso esterno; (z.d. 3)";via;valvassori peroni carlo;61;2580;3;somministrazione/minuto;somministrazione;misto;"bar caffè e simili;tavola fredda;bar caffè;bar gastronomici e simili;giochi legge 388/2000";57.0;BAR;misto;False
bar caffè;unknown;"via valvassori peroni carlo n. 72 ; isolato:089; accesso: accesso esterno; (z.d. 3)";via;valvassori peroni carlo;72;2580;3;solo somministrazione;somministrazione;al banco;"prodotti di gastronomia;bar gastronomici e simili;genere merceol.autorizz.sanit.;bar caffè;tavola fredda";46.0;BAR;al banco;False
bar caffè;unknown;"via varese n. 6 ; isolato:004; accesso: accesso esterno; (z.d. 1)";via;varese;6;1031;1;somministrazione/minuto;somministrazione;al banco;"tavola fredda;bar caffè;bar caffè e simili";28.0;BAR;al banco;False
bar caffè;unknown;"via varesina n. 205 ; isolato:149; accesso: accesso esterno; (z.d. 8)";via;varesina;205;7290;8;somministrazione/minuto;somministrazione;al banco;"bar caffè e simili;bar gastronomici e simili;bar caffè";42.0;BAR;al banco;False
bar caffè;unknown;"via varesina n. 64 ; isolato:255; accesso: accesso esterno; (z.d. 8)";via;varesina;64;7290;8;solo somministrazione;somministrazione;misto;"prodotti di gastronomia;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè";144.0;BAR;misto;False
bar caffè;unknown;"via varesina n. 92 ; isolato:237; accesso: accesso esterno; (z.d. 8)";via;varesina;92;7290;8;solo somministrazione;somministrazione;al banco;"bar caffè e simili;tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè e simili;bar caffè";75.0;BAR;al banco;False
bar caffè;unknown;"via varsavia n. 4 ; isolato:109; accesso: accesso esterno; (z.d. 4)";via;varsavia;4;3368;4;solo somministrazione;somministrazione;misto;"bar caffè;genere merceol.autorizz.sanit.;bar caffè e simili;ristorante, trattoria, osteria;trattoria";172.0;RISTORANTE;misto;False
bar caffè;unknown;"via veglia n. 49 ; isolato:081; accesso: accesso esterno; (z.d. 9)";via;veglia;49;1337;9;solo somministrazione;somministrazione;al banco;"tavola fredda;genere merceol.autorizz.sanit.;bar caffè e simili;bar caffè";30.0;BAR;al banco;False
bar caffè;unknown;"via veneziano domenico n. 9 ; isolato:029; accesso: accesso esterno; (z.d. 4)";via;veneziano domenico;9;4190;4;somministrazione/minuto;somministrazione;al banco;"bar caffè;giochi legge 388/2000;tavola fredda";86.0;BAR;al banco;False
bar caffè;unknown;"via veniero sebastiano n. 16 ; isolato:164; accesso: accesso esterno; (z.d. 8)";via;veniero sebastiano;16;6423;8;somministrazione/minuto;somministrazione;al banco;"bar caffè;tavola fredda;giochi legge 388/2000;elettr.automatici meccaniche;bar caffè e simili";24.0;BAR;al banco;False
bar caffè;unknown;"via venini giulio e corrado n. 35 ; isolato:341; accesso: accesso esterno; (z.d. 2)";via;venini giulio e corrado;35;2258;2;somministrazione/minuto;somministrazione;al banco;"giochi legge 388/2000;bar gastronomici e simili;prodotti di gastronomia;bar caffè";70.0;BAR;al banco;False
bar caffè;unknown;"via venini giulio e corrado n. 63 ; isolato:329; accesso: accesso esterno; (z.d. 2)";via;venini giulio e corrado;63;2258;2;solo somministrazione;somministrazione;al banco;"prodotti di gastronomia;tavola fredda;bar caffè";68.0;BAR;al banco;False
bar caffè;unknown;"via venini giulio e corrado n. 64 ; isolato:330; accesso: accesso esterno; (z.d. 2)";via;venini giulio e corrado;64;2258;2;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;bar caffè;giochi legge 388/2000;cibi cotti preconfezionati";47.0;BAR;al banco;False
bar caffè;unknown;"via verdi giuseppe n. 13 ;via verdi giuseppe 013; isolato:311; accesso: accesso esterno; (z.d. 1)";via;verdi giuseppe;13;118;1;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;bar caffè;tavola fredda;prodotti di gastronomia;genere merceol.autorizz.sanit.";70.0;BAR;al banco;False
bar caffè;unknown;"via vetere n. 14 ; isolato:126; accesso: accesso esterno; (z.d. 1)";via;vetere;14;5185;1;solo somministrazione;somministrazione;misto;"bar caffè;tavola fredda;bar gastronomici e simili;genere merceol.autorizz.sanit.;bar caffè e simili;cibi cotti preconfezionati";94.0;BAR;misto;False
bar caffè;unknown;"via vetere n. 6 con ingr.da c.so di porta tic.;cso di porta ticinese 000; isolato:216; accesso: accesso esterno; (z.d. 1)";via;vetere;6;5185;1;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;tavola fredda;genere merceol.autorizz.sanit.;bar caffè;cibi cotti preconfezionati";61.0;BAR;al banco;False
bar caffè;unknown;"via vico gian battista n. 14 ; isolato:225; accesso: accesso esterno; (z.d. 1)";via;vico gian battista;14;6219;1;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè;tavola fredda;cibi cotti preconfezionati";40.0;BAR;al banco;False
bar caffè;unknown;"via vigevano n. 1 ; isolato:057; accesso: accesso esterno; (z.d. 6)";via;vigevano;1;5116;6;solo somministrazione;somministrazione;misto;"cibi cotti preconfezionati;genere merceol.autorizz.sanit.;bar caffè e simili;wine,birr.,pub enot.,caff.,the;bar caffè;tavola fredda";128.0;BAR;misto;False
bar caffè;unknown;"via vigevano n. 1 ; isolato:057; (z.d. 6)";via;vigevano;1;5116;6;solo somministrazione;somministrazione;al banco;"elettr.automatici meccaniche;bar caffè;tavola fredda";26.0;BAR;non dichiarata;False
bar caffè;unknown;"via vigevano n. 2 ; isolato:056; accesso: accesso esterno; (z.d. 6)";via;vigevano;2;5116;6;somministrazione/minuto;somministrazione;self service;"giochi legge 388/2000;prodotti di gastronomia;bar caffè e simili;bar caffè";57.0;BAR;self service;False
bar caffè;unknown;"via vigevano n. 35 ; isolato:051; accesso: accesso esterno; (z.d. 6)";via;vigevano;35;5116;6;somministrazione/minuto;somministrazione;al banco;bar gastronomici e simili;49.0;BAR;al banco;False
bar caffè;unknown;"via vigevano n. 45 ; isolato:051; accesso: accesso esterno; (z.d. 6)";via;vigevano;45;5116;6;solo somministrazione;somministrazione;al banco;"bar caffè;tavola fredda;bar caffè e simili;bar gastronomici e simili";79.0;BAR;al banco;False
bar caffè;unknown;"via vigevano n. 9 ; isolato:057; accesso: accesso esterno; (z.d. 6)";via;vigevano;9;5116;6;solo somministrazione;somministrazione;misto;"bar caffè e simili;wine,birr.,pub enot.,caff.,the;bar caffè;genere merceol.autorizz.sanit.;bar gastronomici e simili";111.0;BAR;misto;False
